course_id,club_id,course_name,holes,par,course_type,course_architect,open_date,guest_policy,weekday_price,weekend_price,twilight_price,fairway,green,currency
USA-IA-00357-01,USA-IA-00357,Woods Edge,9,36,Parkland,William J Spear,1970,Closed,~,~,~,N/D,N/D,USD
USA-IA-00358-01,USA-IA-00358,Woodward,9,35,Parkland,N/D,1968,Open,17,17,17,N/D,N/D,USD
USA-ID-00001-01,USA-ID-00001,American Falls,9,33,Parkland,N/D,1959,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00002-01,USA-ID-00002,Aspen Acres,18,60,Parkland,N/D,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00003-01,USA-ID-00003,Avondale,18,72,Parkland,Melvin,1968,Open,59,59,59,N/D,N/D,USD
USA-ID-00004-01,USA-ID-00004,BanBury,18,71,Parkland,John Harbottle,1999,Open,37.26,46.7,35.85,N/D,N/D,USD
USA-ID-00005-01,USA-ID-00005,Bigwood,9,36,Parkland,Robert Muir Graves,1971,Open,30,30,30,N/D,N/D,USD
USA-ID-00006-01,USA-ID-00006,Blackfoot Municipal,18,72,Parkland,George Von Elm,1957,Open,24,26,26,N/D,N/D,USD
USA-ID-00007-01,USA-ID-00007,Blue Lakes,18,72,Parkland,Francis James,1948,Closed,~,~,~,N/D,N/D,USD
USA-ID-00008-01,USA-ID-00008,Boise Ranch,18,71,Parkland,Russ Isbell,1994,Open,30,38,28,N/D,N/D,USD
USA-ID-00009-01,USA-ID-00009,Broadmore,9,36,Parkland,T. R. Scott,1961,Open,25,25,15,N/D,N/D,USD
USA-ID-00009-02,USA-ID-00009,Broadmore (Alternate Tees),18,72,Parkland,T. R. Scott,1961,Open,25,25,15,N/D,N/D,USD
USA-ID-00010-01,USA-ID-00010,Bryden Canyon Public,18,71,Parkland,City Personnel,1975,Open,22,26,26,N/D,N/D,USD
USA-ID-00011-01,USA-ID-00011,Burley,18,72,Parkland,N/D,1935,Open,20,27,27,N/D,N/D,USD
USA-ID-00012-01,USA-ID-00012,Canyon Springs,18,72,Parkland,Max Mueller,1975,Open,18,20,20,N/D,N/D,USD
USA-ID-00013-01,USA-ID-00013,Carmela Vineyards,9,34,Parkland,Lee Beam,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00014-01,USA-ID-00014,Cascade,18,67,Parkland,Bob E. Baldock,1964,Open,22,22,22,N/D,N/D,USD
USA-ID-00015-01,USA-ID-00015,Centennial,18,72,Parkland,Robert L. Baldock,1987,Open,22,25.5,17,N/D,N/D,USD
USA-ID-00016-01,USA-ID-00016,Cherry Lane,18,72,Parkland,Bob E. & Robert L. Baldock,1979,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00017-01,USA-ID-00017,Circling Raven at Coeur D'Alene,18,72,Parkland,Gene Bates,2003,Open,65,75,75,N/D,N/D,USD
USA-ID-00018-01,USA-ID-00018,Clear Lake,18,72,Parkland,N/D,1930,Open,26,30,30,Blue,N/D,USD
USA-ID-00019-01,USA-ID-00019,Coeur D Alene Public,18,60,Parkland,Scott Miller,1991,Open,28.3,28.3,28.3,N/D,N/D,USD
USA-ID-00020-01,USA-ID-00020,Council Mountain,9,37,Parkland,N/D,1967,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00021-01,USA-ID-00021,Crane Creek,18,71,Parkland,Bob E. Baldock,1962,Closed,~,~,~,N/D,N/D,USD
USA-ID-00022-01,USA-ID-00022,Desert Canyon,18,71,Parkland,N/D,1963,Open,60,60,60,N/D,N/D,USD
USA-ID-00023-01,USA-ID-00023,Eagle Hills,18,72,Parkland,C. Edward Trout,1960,Open,30,39,25,N/D,N/D,USD
USA-ID-00024-01,USA-ID-00024,Elkhorn,18,72,Parkland,Robert Trent Jones Jr,1974,Open,95,95,95,N/D,N/D,USD
USA-ID-00025-01,USA-ID-00025,Fairview Municipal,9,35,Parkland,N/D,1930,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00026-01,USA-ID-00026,Falcon Championship,18,72,Parkland,Hans Borbonus,2001,Open,29.25,39.62,27.36,N/D,N/D,USD
USA-ID-00026-02,USA-ID-00026,Freedom,9,36,Parkland,Hans Borbonus,2001,Open,16.04,16.04,16.04,N/D,N/D,USD
USA-ID-00026-03,USA-ID-00026,Robin Hood,9,31,Parkland,Hans Borbonus,2001,Open,12.26,12.26,12.26,N/D,N/D,USD
USA-ID-00028-01,USA-ID-00028,Fremont County,9,36,Parkland,Bill Frome,1967,Open,14,14,14,N/D,N/D,USD
USA-ID-00029-01,USA-ID-00029,Gem County,9,36,Parkland,George Speros,1952,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00030-01,USA-ID-00030,Grangeville,18,71,Parkland,N/D,1930,Open,25,25,25,N/D,N/D,USD
USA-ID-00031-01,USA-ID-00031,Hayden Lake,18,71,Parkland,N/D,1907,Closed,~,~,~,N/D,N/D,USD
USA-ID-00032-01,USA-ID-00032,Hazard Creek,9,35,Parkland,N/D,1983,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00033-01,USA-ID-00033,Teton Springs,18,72,Parkland,Gary Stevenson/Byron Nelson,1999,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00034-01,USA-ID-00034,Heise Hills,9,29,Parkland,N/D,1978,Open,19,19,19,N/D,N/D,USD
USA-ID-00035-01,USA-ID-00035,Hidden Lakes,18,72,Parkland,Jim Krause,1986,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00036-01,USA-ID-00036,Highland,18,72,Parkland,George Von Elm,1962,Open,20,20,20,N/D,N/D,USD
USA-ID-00037-01,USA-ID-00037,Hillcrest,18,71,Parkland,A. Vernon Macan,1940,Closed,~,~,~,N/D,N/D,USD
USA-ID-00038-01,USA-ID-00038,Idaho Falls,18,72,Parkland,William F. Bell,1970,Closed,~,~,~,N/D,N/D,USD
USA-ID-00039-01,USA-ID-00039,Indian Lakes,18,70,Parkland,N/D,1973,Open,23,27,18,N/D,N/D,USD
USA-ID-00040-01,USA-ID-00040,Island Park Village,9,35,Parkland,N/D,1970,Open,20,24,24,N/D,N/D,USD
USA-ID-00041-01,USA-ID-00041,Jefferson Hills,18,70,Parkland,N/D,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00042-01,USA-ID-00042,Jerome,18,72,Parkland,N/D,1926,Open,35,37.5,37.5,N/D,N/D,USD
USA-ID-00043-01,USA-ID-00043,Juniper Hills,18,71,Parkland,George Von Elm,1960,Closed,~,~,~,N/D,N/D,USD
USA-ID-00044-01,USA-ID-00044,Lewiston,18,72,Parkland,Bob E. & Robert L. Baldock,1974,Closed,~,~,~,N/D,N/D,USD
USA-ID-00045-01,USA-ID-00045,Aspen/Birch,18,71,Parkland,N/D,1936,Open,41,49,49,N/D,N/D,USD
USA-ID-00045-02,USA-ID-00045,Birch/Cedar,18,71,Parkland,N/D,1936,Open,41,49,49,N/D,N/D,USD
USA-ID-00045-03,USA-ID-00045,Cedar/Aspen,18,70,Parkland,N/D,1936,Open,41,49,49,N/D,N/D,USD
USA-ID-00046-01,USA-ID-00046,Meadow Creek,18,72,Parkland,N/D,1982,Open,39,49,35,N/D,N/D,USD
USA-ID-00047-01,USA-ID-00047,Montpelier,9,36,Parkland,Ernie Schneider Sr.,1960,Open,10.5,10.5,10.5,N/D,N/D,USD
USA-ID-00048-01,USA-ID-00048,Moscow Elks,18,70,Parkland,N/D,1927,Open,27,27,27,N/D,N/D,USD
USA-ID-00049-01,USA-ID-00049,Oregon Trail,9,36,Parkland,N/D,1964,Open,11,11,11,N/D,N/D,USD
USA-ID-00050-01,USA-ID-00050,Orofino,18,70,Parkland,N/D,1966,Open,14,14,14,N/D,N/D,USD
USA-ID-00051-01,USA-ID-00051,Osprey Meadows,18,72,Parkland,Robert Trent Jones Jr,2006,Open,49,55,25,N/D,N/D,USD
USA-ID-00052-01,USA-ID-00052,Pinecrest,18,70,Parkland,William Henry Tucker,1938,Open,25.75,26.75,26.75,N/D,N/D,USD
USA-ID-00053-01,USA-ID-00053,Pinehurst,18,72,Parkland,Mr Bauman,1929,Open,25,25,25,N/D,N/D,USD
USA-ID-00054-01,USA-ID-00054,Plantation,18,71,Parkland,N/D,1937,Closed,~,~,~,N/D,N/D,USD
USA-ID-00055-01,USA-ID-00055,Pleasant Valley,18,69,Parkland,Lee Beam,1997,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00056-01,USA-ID-00056,Ponderosa,9,27,Parkland,Ernest Schneiter,1960,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00057-01,USA-ID-00057,Ponderosa Springs,9,27,Parkland,Jim Krause,1968,Open,12,12,12,N/D,N/D,USD
USA-ID-00058-01,USA-ID-00058,Prairie Falls,18,70,Parkland,Mark F. Rathert,1998,Open,25,28,28,N/D,N/D,USD
USA-ID-00059-01,USA-ID-00059,Preston,18,71,Parkland,N/D,1960,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00060-01,USA-ID-00060,Priest Lake,18,72,Parkland,N/D,N/D,Open,40,40,25,N/D,N/D,USD
USA-ID-00061-01,USA-ID-00061,Purple Sage Municipal,18,71,Parkland,Vernon Macan,1963,Open,15,15,15,N/D,N/D,USD
USA-ID-00062-01,USA-ID-00062,Quail Hollow,18,70,Parkland,Bruce Devlin/Robert Von Hagge,1982,Open,28,32,32,N/D,N/D,USD
USA-ID-00063-01,USA-ID-00063,Rexburg Municipal,9,34,Parkland,N/D,1954,Open,10.75,10.75,10.75,N/D,N/D,USD
USA-ID-00064-01,USA-ID-00064,Championship,18,72,Parkland,John Harbottle,1996,Open,28,35,18,N/D,N/D,USD
USA-ID-00065-01,USA-ID-00065,River Bend,18,72,Parkland,Joe Bideganeta,1995,Open,18,26,16,N/D,N/D,USD
USA-ID-00066-01,USA-ID-00066,River Park,9,31,Parkland,Mike Marinac,1986,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00067-01,USA-ID-00067,Rolling Hills,9,36,Parkland,Frank James,1947,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00068-01,USA-ID-00068,Sage Lakes Municipal,18,70,Parkland,William Howard Neff,1993,Open,35,35,35,N/D,N/D,USD
USA-ID-00069-01,USA-ID-00069,Salmon Valley,9,36,Parkland,N/D,1986,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00070-01,USA-ID-00070,Sand Creek,18,72,Parkland,William P. Bell and Son,1978,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00071-01,USA-ID-00071,Sandpoint Elks,18,70,Parkland,N/D,1920,Open,17.5,17.5,15,N/D,N/D,USD
USA-ID-00072-01,USA-ID-00072,Scotch Pines,18,72,Parkland,William Graham,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00073-01,USA-ID-00073,Shadow Valley,18,72,Parkland,C. Edward Trout,1973,Open,34,42,30,N/D,N/D,USD
USA-ID-00074-01,USA-ID-00074,Shoshone,9,36,Parkland,Keith Hellstrom,1979,Open,25,25,25,N/D,N/D,USD
USA-ID-00075-01,USA-ID-00075,Silver Sage,18,72,Parkland,Bob E. Baldock,1953,Open,20,20,20,N/D,N/D,USD
USA-ID-00076-01,USA-ID-00076,Soldier Mountain Ranch,9,35,Parkland,N/D,1982,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00077-01,USA-ID-00077,SpurWing,18,72,Parkland,Myron Tucker,1996,Closed,~,~,~,N/D,N/D,USD
USA-ID-00078-01,USA-ID-00078,St Maries,9,35,Parkland,N/D,1921,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-ID-00079-01,USA-ID-00079,Stoneridge,18,71,Parkland,Jim Krause,1968,Open,35,35,35,N/D,N/D,USD
USA-ID-00080-01,USA-ID-00080,Sun Valley,18,72,Parkland,"Robert Trent Jones, Jr.",1937,Open,89,89,89,N/D,N/D,USD
USA-ID-00081-01,USA-ID-00081,Terrace Lakes,18,72,Parkland,Edward A Hunnicutt,1965,Open,36,45,45,N/D,N/D,USD
USA-ID-00082-01,USA-ID-00082,North to South,18,72,Parkland,Billy Casper,1987,Open,20.5,23.75,23.75,N/D,N/D,USD
USA-ID-00082-02,USA-ID-00082,Mid to North,18,72,Parkland,Billy Casper,1987,Open,20.5,23.75,23.75,N/D,N/D,USD
USA-ID-00082-03,USA-ID-00082,South to Mid,18,72,Parkland,Billy Casper,1987,Open,20.5,23.75,23.75,N/D,N/D,USD
USA-ID-00083-01,USA-ID-00083,Black Rock,18,72,Parkland,Jim Engh,2003,Closed,~,~,~,N/D,N/D,USD
USA-ID-00084-01,USA-ID-00084,The Links,18,71,Parkland,David Druzifky,2000,Open,20,24,29,N/D,N/D,USD
USA-ID-00085-01,USA-ID-00085,The,18,73,Parkland,N/D,2000,Open,30,35,35,N/D,N/D,USD
USA-ID-00086-01,USA-ID-00086,West/South,18,72,Parkland,Tom Fazio,2007,Closed,~,~,~,N/D,N/D,USD
USA-ID-00086-02,USA-ID-00086,South/North,18,72,Parkland,Hale Irwin,1996,Closed,~,~,~,N/D,N/D,USD
USA-ID-00086-03,USA-ID-00086,North/West,18,72,Parkland,Hale Irwin,1996,Closed,~,~,~,N/D,N/D,USD
USA-ID-00087-01,USA-ID-00087,Thunder Canyon,9,36,Parkland,Jim & Jed Maughan,1970,Open,14,14,14,N/D,N/D,USD
USA-ID-00087-02,USA-ID-00087,Thunder Canyon (Alternate Tees),18,72,Parkland,Jim & Jed Maughan,1970,Open,14,14,14,N/D,N/D,USD
USA-ID-00088-01,USA-ID-00088,Twin Falls,18,68,Parkland,N/D,1931,Open,23,23,23,N/D,N/D,USD
USA-ID-00089-01,USA-ID-00089,Twin Lakes Village,18,72,Parkland,Jim Krause,1973,Open,30,35,28,N/D,N/D,USD
USA-ID-00090-01,USA-ID-00090,University of Idaho,18,72,Parkland,Frank James,1937,Open,26,28,21,N/D,N/D,USD
USA-ID-00091-01,USA-ID-00091,Warm Springs,18,72,Parkland,Owen Simpson,1960,Open,22,31,22,N/D,N/D,USD
USA-ID-00092-01,USA-ID-00092,Cur d'Alene Resort,18,71,Parkland,Scott Miller,1991,Open,N/D,N/D,N/D,Bent,Bent,USD
USA-ID-00093-01,USA-ID-00093,Gozzer Ranch,18,72,Parkland,Tom Fazio,2007,Closed,~,~,~,N/D,N/D,USD
USA-IL-00001-01,USA-IL-00001,Acorns,18,72,Parkland,William Ebeler,1997,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00003-01,USA-IL-00003,Aldeen,18,72,Parkland,Dick Nugent,1992,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00004-01,USA-IL-00004,Alpine Hills,9,27,Parkland,N/D,2000,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00005-01,USA-IL-00005,Alton Municipal,9,35,Parkland,N/D,1927,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00006-01,USA-IL-00006,American Legion Post 199,9,35,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00007-01,USA-IL-00007,Anderson Fields,9,35,Parkland,N/D,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00008-01,USA-IL-00008,Angus,18,71,Parkland,Gary & Scott Smith,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00009-01,USA-IL-00009,Willow,18,72,Parkland,Dr. Michael Hurdzan,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00010-01,USA-IL-00010,Antioch,18,71,Parkland,N/D,1954,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00011-01,USA-IL-00011,Apple Canyon Lake,9,36,Parkland,Dave Stortz,1972,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00012-01,USA-IL-00012,Apple Orchard,9,27,Parkland,David Gill,1960,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00013-01,USA-IL-00013,Arboretum,18,72,Parkland,Dick Nugent,1990,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00014-01,USA-IL-00014,Arlington Greens,18,72,Parkland,Robert B Harris,1962,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00015-01,USA-IL-00015,Arlington Lakes,18,68,Parkland,Garrett & David Gill,1979,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00016-01,USA-IL-00016,Arrowhead,18,72,Parkland,William J. Spear,1960,Closed,~,~,~,N/D,N/D,USD
USA-IL-00017-01,USA-IL-00017,East 9,9,36,Parkland,Stanley Pelchar,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00017-02,USA-IL-00017,South 9,9,36,Parkland,Stanley Pelchar,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00017-03,USA-IL-00017,South/East,18,72,Parkland,Stanley Pelchar,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00017-04,USA-IL-00017,West 9,9,36,Parkland,Stanley Pelchar,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00017-05,USA-IL-00017,West/East,18,72,Parkland,Stanley Pelchar,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00017-06,USA-IL-00017,West/South,18,72,Parkland,Stanley Pelchar,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00018-01,USA-IL-00018,Aspen Ridge,18,70,Parkland,N/D,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00019-01,USA-IL-00019,Atwood Homestead,18,72,Parkland,Charles Maddox,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00020-01,USA-IL-00020,Aurora City,18,70,Parkland,N/D,1930,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00021-01,USA-IL-00021,Aurora,18,72,Parkland,Tom Bendelow,1914,Closed,~,~,~,N/D,N/D,USD
USA-IL-00022-01,USA-IL-00022,Baker Park,18,71,Parkland,N/D,1928,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00023-01,USA-IL-00023,Balmoral Woods,18,72,Parkland,George Fazio & Don Mortell,1976,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00024-01,USA-IL-00024,Barrington Hills,18,71,Parkland,"O'Neil, Roseman & Croke",1920,Closed,~,~,~,N/D,N/D,USD
USA-IL-00025-01,USA-IL-00025,Bartlett Hills,18,71,Parkland,Charles Maddox/ Frank P MacDonald,1923,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00026-01,USA-IL-00026,Beaver Creek,9,35,Parkland,Gordon Cunningham,1997,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00027-01,USA-IL-00027,Bel Mar,18,71,Parkland,Tom Bendelow,1919,Closed,~,~,~,N/D,N/D,USD
USA-IL-00028-01,USA-IL-00028,Belk Park,18,72,Parkland,N/D,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00029-01,USA-IL-00029,Bent Oak,9,36,Parkland,Joe Basso,1994,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00030-01,USA-IL-00030,Bent Tree,18,70,Parkland,Pat Kaiser,1986,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00031-01,USA-IL-00031,Benton,9,36,Parkland,Robert B Harris,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00032-01,USA-IL-00032,Bergen Park,9,35,Parkland,N/D,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00033-01,USA-IL-00033,Beverly,18,71,Parkland,Donald Ross,1908,Closed,~,~,~,N/D,N/D,USD
USA-IL-00034-01,USA-IL-00034,Big Run,18,72,Parkland,Harry B Smead,1930,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00035-01,USA-IL-00035,Billy Caldwell,9,35,Parkland,N/D,1925,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00036-01,USA-IL-00036,Biltmore,18,71,Parkland,Leonard Macomber,1926,Closed,~,~,~,N/D,N/D,USD
USA-IL-00037-01,USA-IL-00037,Bittersweet,18,72,Parkland,Harry Vignocchi/Jack Porter,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00038-01,USA-IL-00038,Black Hawk,18,72,Parkland,N/D,1974,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00039-01,USA-IL-00039,Blackberry Oaks,18,72,Parkland,David Gill,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00040-01,USA-IL-00040,Bliss Creek,18,69,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00041-01,USA-IL-00041,Bloomingdale,18,71,Parkland,Tom Bendelow,1920,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00042-01,USA-IL-00042,Blue Needle,18,72,Parkland,John Drew,1988,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00043-01,USA-IL-00043,Blue Needles,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00044-01,USA-IL-00044,Bluegrass Creek,9,36,Parkland,N/D,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00045-01,USA-IL-00045,Bob O'Course,18,72,Parkland,Colt & Alison/R-Richard Jacobson,1916,Closed,~,~,~,N/D,N/D,USD
USA-IL-00046-01,USA-IL-00046,Bolingbrook,18,72,Parkland,Arthur Hills,2002,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00047-01,USA-IL-00047,Bonnie Brook,18,72,Parkland,James Foulis,1928,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00048-01,USA-IL-00048,Bonnie Dundee,18,71,Parkland,C D Wagstaff,1924,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00049-01,USA-IL-00049,Blue,18,71,Parkland,Vince Bizik,1997,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00050-01,USA-IL-00050,Boughton Ridge,9,32,Parkland,Roger Packard,1981,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00051-01,USA-IL-00051,Boulder Ridge,18,72,Parkland,Bob Lohmann,1989,Closed,~,~,~,N/D,N/D,USD
USA-IL-00052-01,USA-IL-00052,Bow Lake,9,35,Parkland,Bill Bainter,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00053-01,USA-IL-00053,Brae Loch,18,70,Parkland,N/D,1940,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00054-01,USA-IL-00054,Braidwood Fairways,9,36,Parkland,N/D,1981,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00055-01,USA-IL-00055,Briarwood,18,71,Parkland,H S Colt/C H Alison,1921,Closed,~,~,~,N/D,N/D,USD
USA-IL-00056-01,USA-IL-00056,Bridges of Poplar Creek,18,70,Parkland,Ken Killiaick Nugent,1972,Open,48,65,35,N/D,N/D,USD
USA-IL-00057-01,USA-IL-00057,East/North,18,72,Parkland,Bob Lohmann,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00057-02,USA-IL-00057,North/South,18,72,Parkland,Bob Lohmann,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00057-03,USA-IL-00057,South/East,18,72,Parkland,Bob Lohmann,1995,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00058-01,USA-IL-00058,Brookhill,18,72,Parkland,N/D,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00059-01,USA-IL-00059,Brookhills,9,31,Parkland,Leon Howard,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00060-01,USA-IL-00060,Bryn Mawr,18,72,Parkland,William Langford/ Theodore J Moreau,1921,Closed,~,~,~,N/D,N/D,USD
USA-IL-00061-01,USA-IL-00061,Buena Vista,9,32,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00062-01,USA-IL-00062,Buffalo Grove,18,72,Parkland,Ken Killiaick Nugent,1968,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00063-01,USA-IL-00063,Bull Valley,18,72,Parkland,Dick Nugent,1989,Closed,~,~,~,N/D,N/D,USD
USA-IL-00064-01,USA-IL-00064,Bunker Municipal,18,71,Parkland,Local Personnel,1923,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00065-01,USA-IL-00065,Bunn,18,72,Parkland,N/D,1905,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00066-01,USA-IL-00066,Burnham Woods,18,72,Parkland,Stanley Pelchar,1923,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00067-01,USA-IL-00067,Butler National,18,72,Parkland,George & Tom Fazio,1974,Closed,~,~,~,N/D,N/D,USD
USA-IL-00068-01,USA-IL-00068,Red/White,18,70,Parkland,William Langford/ Theodore J Moreau,1922,Closed,~,~,~,N/D,N/D,USD
USA-IL-00069-01,USA-IL-00069,Byron Hills,18,71,Parkland,N/D,1966,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00070-01,USA-IL-00070,Calumet,18,71,Parkland,Donald Ross,1901,Closed,~,~,~,N/D,N/D,USD
USA-IL-00071-01,USA-IL-00071,Hillside/Woodside,18,72,Parkland,Roger Packard,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00071-02,USA-IL-00071,Lakeside/Hillside,18,72,Parkland,Roger Packard,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00071-03,USA-IL-00071,Woodside/Lakeside,18,72,Parkland,Roger Packard,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00071-04,USA-IL-00071,Youth Links,9,27,Parkland,Roger Packard,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00072-01,USA-IL-00072,Canton,18,71,Parkland,N/D,1912,Closed,~,~,~,N/D,N/D,USD
USA-IL-00073-01,USA-IL-00073,Canyata,18,72,Parkland,Michael Benkusky,2001,Closed,~,~,~,Bent,Bent,USD
USA-IL-00074-01,USA-IL-00074,North 9,9,37,Parkland,Roy Albert Anderson,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00074-02,USA-IL-00074,Center 9,9,36,Parkland,Roy Albert Anderson,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00074-03,USA-IL-00074,Center/North,18,72,Parkland,Roy Albert Anderson,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00074-04,USA-IL-00074,North/South,18,72,Parkland,Roy Albert Anderson,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00074-05,USA-IL-00074,South 9,9,36,Parkland,Roy Albert Anderson,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00074-06,USA-IL-00074,South/Center,18,72,Parkland,Roy Albert Anderson,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00075-01,USA-IL-00075,Cardinal,18,72,Parkland,N/D,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00076-01,USA-IL-00076,Carlinville,9,36,Parkland,Larry Packard,1960,Closed,~,~,~,N/D,N/D,USD
USA-IL-00077-01,USA-IL-00077,Carlyle Lake,9,36,Parkland,John Kueper/Lynx Nursery,1962,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00078-01,USA-IL-00078,Carmi,9,35,Parkland,N/D,1948,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00079-01,USA-IL-00079,Carriage Greens,18,70,Parkland,N/D,1970,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-IL-00080-01,USA-IL-00080,Carthage,9,35,Parkland,N/D,1930,Open,N/D,N/D,N/D,N/D,N/D,USD
