course_id,club_id,course_name,holes,par,course_type,course_architect,open_date,guest_policy,weekday_price,weekend_price,twilight_price,fairway,green,currency
USA-MI-00096-01,USA-MI-00096,Lansing,18,72,Parkland,William Langford/ Theodore J. Moreau,1908,Closed,~,~,~,N/D,N/D,USD
USA-MI-00097-01,USA-MI-00097,Bear Lake Highlands,18,72,Parkland,N/D,1966,Open,25,25,17,N/D,N/D,USD
USA-MI-00098-01,USA-MI-00098,Coyote,18,72,Parkland,Scott Thacker,1999,Open,36,46,36,N/D,N/D,USD
USA-MI-00099-01,USA-MI-00099,Coyote Preserve,18,71,Parkland,Arnold Palmer Signature,1997,Open,55,65,55,N/D,N/D,USD
USA-MI-00100-01,USA-MI-00100,Cracklewood,18,72,Parkland,Jerry Matthews,1989,Open,22,25,30,N/D,N/D,USD
USA-MI-00101-01,USA-MI-00101,Crestview,18,72,Parkland,Bill Austhof,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00102-01,USA-MI-00102,Crooked Creek,18,72,Parkland,Donald Bray,1959,Open,18,18,18,N/D,N/D,USD
USA-MI-00103-01,USA-MI-00103,Crooked Tree,18,71,Parkland,Harry Bowers,1994,Open,71,81,62,N/D,N/D,USD
USA-MI-00104-01,USA-MI-00104,Crown,18,72,Parkland,Ron Green,1998,Open,24,27,24,N/D,N/D,USD
USA-MI-00106-01,USA-MI-00106,Crystal Lake,18,73,Parkland,Bruce & Jerry Matthews,1970,Open,16,16,16,N/D,N/D,USD
USA-MI-00107-01,USA-MI-00107,Betsie Valley,18,72,Parkland,Bob Meyer,1998,Open,50,55,50,N/D,N/D,USD
USA-MI-00107-02,USA-MI-00107,Mountain Ridge,18,72,Parkland,Bill Newcomb,1998,Open,85,95,85,N/D,N/D,USD
USA-MI-00107-03,USA-MI-00107,Betsie Valley,18,72,Parkland,Bob Meyer,1998,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00108-01,USA-MI-00108,StoneWater,18,71,Parkland,Ernie Schrock,1989,Closed,~,~,~,N/D,N/D,USD
USA-MI-00109-01,USA-MI-00109,East,18,72,Parkland,Gilbert Currie,1954,Open,15,15,15,N/D,N/D,USD
USA-MI-00109-02,USA-MI-00109,West,18,72,Parkland,Jerry Matthews,2002,Open,30,30,20,N/D,N/D,USD
USA-MI-00110-01,USA-MI-00110,Davison,18,72,Parkland,Ellis/Arwdj/ Truesdale,1963,Closed,~,~,~,N/D,N/D,USD
USA-MI-00111-01,USA-MI-00111,Dearborn,18,75,Parkland,Donald Ross,1928,Closed,~,~,~,N/D,N/D,USD
USA-MI-00112-01,USA-MI-00112,Dearborn Hills,18,60,Parkland,Robert Herndon,1919,Open,18,18,18,N/D,N/D,USD
USA-MI-00113-01,USA-MI-00113,Deer Run,18,72,Parkland,N/D,1973,Open,15,15,15,N/D,N/D,USD
USA-MI-00114-01,USA-MI-00114,Deme Acres,18,70,Parkland,George Bruce,1962,Open,15,16,15,N/D,N/D,USD
USA-MI-00115-01,USA-MI-00115,North,18,72,Parkland,Donald Ross,1914,Closed,~,~,~,N/D,N/D,USD
USA-MI-00115-02,USA-MI-00115,South,18,68,Parkland,Donald Ross,1914,Closed,~,~,~,N/D,N/D,USD
USA-MI-00116-01,USA-MI-00116,Devils Lake,18,71,Parkland,N/D,1929,Open,16,18,16,N/D,N/D,USD
USA-MI-00117-01,USA-MI-00117,Devils Ridge,18,72,Parkland,Local Designers,1995,Open,37,49,25,N/D,N/D,USD
USA-MI-00118-01,USA-MI-00118,Downing Farms,18,71,Parkland,Harry Bowers,1992,Open,22,30,22,N/D,N/D,USD
USA-MI-00119-01,USA-MI-00119,Dunes,18,72,Parkland,Dean & Tonya Wall,1983,Open,27,27,13,N/D,N/D,USD
USA-MI-00120-01,USA-MI-00120,Dunham Hills,18,71,Parkland,August Kranites,1967,Open,30,45,30,N/D,N/D,USD
USA-MI-00121-01,USA-MI-00121,Dunmaglas,18,72,Parkland,Larry Mancour/ Chuck MacGillidary,1991,Open,15,15,65,N/D,N/D,USD
USA-MI-00122-01,USA-MI-00122,Dutch Hollow,18,71,Parkland,Ellis Bowler,1948,Open,20,20,20,N/D,N/D,USD
USA-MI-00123-01,USA-MI-00123,Eagle Creek,9,36,Parkland,N/D,1924,Open,15,20,15,N/D,N/D,USD
USA-MI-00124-01,USA-MI-00124,Eagle Crest,18,72,Parkland,Karl Litten,1987,Open,49,59,49,N/D,N/D,USD
USA-MI-00125-01,USA-MI-00125,Eagle Glen,18,72,Parkland,Jerry Matthews,1992,Open,25,35,25,N/D,N/D,USD
USA-MI-00126-01,USA-MI-00126,Eagle Island,9,34,Parkland,Bruce Anderson,1996,Open,18,20,18,N/D,N/D,USD
USA-MI-00127-01,USA-MI-00127,18-Hole,18,72,Parkland,N/D,1957,Open,22,22,22,N/D,N/D,USD
USA-MI-00127-02,USA-MI-00127,9-Hole,9,35,Parkland,N/D,1957,Open,22,22,22,N/D,N/D,USD
USA-MI-00128-01,USA-MI-00128,Edgewood,18,71,Parkland,Ernest Way,1932,Closed,~,~,~,N/D,N/D,USD
USA-MI-00129-01,USA-MI-00129,Valley,18,72,Parkland,Arthur Hills,1990,Closed,~,~,~,N/D,N/D,USD
USA-MI-00129-02,USA-MI-00129,Ridge,18,72,Parkland,Arthur Hills,1990,Closed,~,~,~,N/D,N/D,USD
USA-MI-00130-01,USA-MI-00130,El Dorado,18,70,Parkland,Walt Lorang,1962,Open,25,29,25,N/D,N/D,USD
USA-MI-00131-01,USA-MI-00131,El Dorado Golf,18,71,Parkland,Bob Meyer,1996,Open,59,69,40,N/D,N/D,USD
USA-MI-00132-01,USA-MI-00132,Blue/White,18,71,Parkland,Jerry Matthews,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00132-02,USA-MI-00132,Red/Blue,18,72,Parkland,Jerry Matthews,1996,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00132-03,USA-MI-00132,Red/White,18,71,Parkland,Jerry Matthews,1964,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00133-01,USA-MI-00133,Elk Rapids,9,36,Parkland,Donald Ross,1926,Open,10,10,10,N/D,N/D,USD
USA-MI-00134-01,USA-MI-00134,Elk Ridge,18,72,Parkland,Jerry Matthews,1991,Open,65,75,65,N/D,N/D,USD
USA-MI-00135-01,USA-MI-00135,Elmbrook,18,72,Parkland,N/D,1964,Open,14,14,14,N/D,N/D,USD
USA-MI-00136-01,USA-MI-00136,Emerald Vale,18,72,Parkland,Bruce Matthews,1997,Open,18,24,18,N/D,N/D,USD
USA-MI-00137-01,USA-MI-00137,Escanaba,18,71,Parkland,N/D,1915,Open,28,28,30,N/D,N/D,USD
USA-MI-00138-01,USA-MI-00138,Executive,18,60,Parkland,Brent Fredericks,2001,Open,12,15,12,N/D,N/D,USD
USA-MI-00139-01,USA-MI-00139,Evergreen Hills,9,34,Parkland,N/D,N/D,Open,25,30,25,N/D,N/D,USD
USA-MI-00140-01,USA-MI-00140,Falcon Head,18,72,Parkland,Jerry Matthews,1969,Open,30,35,30,N/D,N/D,USD
USA-MI-00141-01,USA-MI-00141,Faulkwood Shores,18,72,Parkland,Ralph Banfield,1972,Open,12,18,12,N/D,N/D,USD
USA-MI-00142-01,USA-MI-00142,East/South,18,72,Parkland,Bruce & Jerry Matthews,1961,Open,38,40,38,N/D,N/D,USD
USA-MI-00142-02,USA-MI-00142,South/West,18,72,Parkland,Bruce & Jerry Matthews,1961,Open,38,40,38,N/D,N/D,USD
USA-MI-00142-03,USA-MI-00142,West/East,18,72,Parkland,Bruce & Jerry Matthews,1961,Open,38,40,38,N/D,N/D,USD
USA-MI-00142-04,USA-MI-00142,South/West,18,72,Parkland,Bruce & Jerry Matthews,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00142-05,USA-MI-00142,West 9,9,36,Parkland,Bruce & Jerry Matthews,1961,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00143-01,USA-MI-00143,Fenton Farms,18,72,Parkland,N/D,1945,Open,15,20,17,N/D,N/D,USD
USA-MI-00144-01,USA-MI-00144,Fernhill,18,70,Parkland,N/D,1972,Open,25,30,17,N/D,N/D,USD
USA-MI-00145-01,USA-MI-00145,Fieldstone of Auburn Hills,18,72,Parkland,Arthur Hills,1998,Open,45,49,26,N/D,N/D,USD
USA-MI-00146-01,USA-MI-00146,Firefly,18,72,Parkland,Darell Loar,1931,Open,18,20,28,N/D,N/D,USD
USA-MI-00147-01,USA-MI-00147,Flint Elks,18,72,Parkland,N/D,N/D,Closed,~,~,~,N/D,N/D,USD
USA-MI-00148-01,USA-MI-00148,Flint,18,72,Parkland,Willie Park Jr,1910,Closed,~,~,~,N/D,N/D,USD
USA-MI-00149-01,USA-MI-00149,Flushing Valley,18,71,Parkland,Wilfrid Reid/William Connellan,1940,Open,19,19,19,N/D,N/D,USD
USA-MI-00150-01,USA-MI-00150,Fore Lakes,18,71,Parkland,N/D,2000,Open,36,42,36,N/D,N/D,USD
USA-MI-00151-01,USA-MI-00151,East,18,72,Parkland,Bruce Matthews,1968,Open,20,22,20,N/D,N/D,USD
USA-MI-00151-02,USA-MI-00151,West,18,72,Parkland,Bruce Matthews,1958,Open,31,35,31,N/D,N/D,USD
USA-MI-00152-01,USA-MI-00152,Forest Dunes,18,72,Parkland,Tom Weiskopf,2002,Open,115,149,115,N/D,N/D,USD
USA-MI-00153-01,USA-MI-00153,Forest Lake,18,71,Parkland,William Diddel,1926,Closed,~,~,~,N/D,N/D,USD
USA-MI-00154-01,USA-MI-00154,Four Lakes,18,72,Parkland,N/D,1935,Closed,~,~,~,N/D,N/D,USD
USA-MI-00155-01,USA-MI-00155,Fox Creek,18,71,Parkland,Mark DeVries,1988,Open,20,21,20,N/D,N/D,USD
USA-MI-00156-01,USA-MI-00156,Golden Fox,18,72,Parkland,Wilfred Reid/Jim Lipe,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00156-02,USA-MI-00156,Fox Classic - Hills,9,35,Parkland,Wilfred Reid/Jim Lipe,1922,Open,18,13,18,N/D,N/D,USD
USA-MI-00156-03,USA-MI-00156,Fox Classic - Woodlands,9,35,Parkland,Ray Hearn,1922,Open,18,13,18,N/D,N/D,USD
USA-MI-00156-04,USA-MI-00156,Fox Classic - Lakes,9,35,Parkland,Ray Hearn,1922,Open,18,13,18,N/D,N/D,USD
USA-MI-00156-05,USA-MI-00156,Strategic Fox,18,54,Parkland,Ray Hearn,2001,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00157-01,USA-MI-00157,Fox Run,18,72,Parkland,Jeff Gorney,1990,Open,25,30,35,N/D,N/D,USD
USA-MI-00158-01,USA-MI-00158,Franklin Hills,18,72,Parkland,Donald Ross,1930,Closed,~,~,~,N/D,N/D,USD
USA-MI-00159-01,USA-MI-00159,Fruitport,18,71,Parkland,Dennis & Davis Snider,1972,Open,25,27.5,25,N/D,N/D,USD
USA-MI-00160-01,USA-MI-00160,Fountains,18,72,Parkland,Ron Otto,1995,Open,80,100,50,N/D,N/D,USD
USA-MI-00160-02,USA-MI-00160,Reflections,18,72,Parkland,Ron Otto,1990,Open,80,100,50,N/D,N/D,USD
USA-MI-00160-03,USA-MI-00160,Swampfire,18,72,Parkland,Ron Otto,1987,Open,80,100,50,N/D,N/D,USD
USA-MI-00160-04,USA-MI-00160,Monarch,18,72,Parkland,Ron Otto,1988,Open,80,100,50,N/D,N/D,USD
USA-MI-00161-01,USA-MI-00161,Gateway,18,72,Parkland,Denny Spencer/Jerry Matthews,2001,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00162-01,USA-MI-00162,Gaylord,18,72,Parkland,Wilfrid Reid,1949,Open,49,59,40,N/D,N/D,USD
USA-MI-00163-01,USA-MI-00163,Genesee Valley Meadows,18,72,Parkland,N/D,1967,Open,30,30,30,N/D,N/D,USD
USA-MI-00164-01,USA-MI-00165,George Young Recreation,18,72,Parkland,George Young,1984,Open,29,33,29,N/D,N/D,USD
USA-MI-00165-01,USA-MI-00165,George Young Recreation,18,72,Parkland,George Young,1984,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00166-01,USA-MI-00166,Germania,18,72,Parkland,N/D,1930,Closed,~,~,~,N/D,N/D,USD
USA-MI-00167-01,USA-MI-00167,Giant Oaks,18,72,Parkland,Arthur Hills,1969,Open,22,24,22,N/D,N/D,USD
USA-MI-00168-01,USA-MI-00168,Glacier,18,72,Parkland,Bill Newcomb,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00169-01,USA-MI-00169,Gladstone,18,72,Parkland,A. H. Jolly,1936,Open,25,25,25,N/D,N/D,USD
USA-MI-00170-01,USA-MI-00170,Gladwin Heights,18,71,Parkland,Ernie Kirkowski,1963,Open,31,32,31,N/D,N/D,USD
USA-MI-00171-01,USA-MI-00171,Glen Oaks,18,70,Parkland,N/D,1930,Open,34,37,34,N/D,N/D,USD
USA-MI-00172-01,USA-MI-00172,Glenbrier,18,72,Parkland,N/D,1973,Open,34,39,34,N/D,N/D,USD
USA-MI-00173-01,USA-MI-00173,Gleneagle,18,72,Parkland,N/D,1993,Open,35,37,35,N/D,N/D,USD
USA-MI-00174-01,USA-MI-00174,Glenhurst,18,70,Parkland,N/D,1930,Open,33,39,33,N/D,N/D,USD
USA-MI-00175-01,USA-MI-00175,GlenKerry,18,69,Parkland,Warner Bowen,1997,Open,22,28,22,N/D,N/D,USD
USA-MI-00176-01,USA-MI-00176,Gogebic,18,71,Parkland,N/D,1922,Open,30,30,30,N/D,N/D,USD
USA-MI-00177-01,USA-MI-00177,Golden Hawk,18,71,Parkland,John Grissim,1996,Open,35,35,35,N/D,N/D,USD
USA-MI-00178-01,USA-MI-00178,Apple Mountain,18,67,Parkland,John Sanford,1998,Open,55,65,39,N/D,N/D,USD
USA-MI-00179-01,USA-MI-00179,Thornapple Pointe,18,72,Parkland,Bill Newcomb,1997,Open,36,36,30,N/D,N/D,USD
USA-MI-00180-01,USA-MI-00180,Coldwater,18,72,Parkland,Robert Beard,1971,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00181-01,USA-MI-00181,Goodrich,18,70,Parkland,N/D,1934,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00182-01,USA-MI-00182,Gowanie,18,71,Parkland,Thomas Shoemaker,1928,Closed,~,~,~,N/D,N/D,USD
USA-MI-00183-01,USA-MI-00183,East,18,72,Parkland,John Wilson,1929,Open,22,22.5,16,N/D,N/D,USD
USA-MI-00183-02,USA-MI-00183,West,18,72,Parkland,John Wilson,1929,Open,22,22.5,16,N/D,N/D,USD
USA-MI-00184-01,USA-MI-00184,Pine Hollow,18,72,Parkland,Morris Wilson,1983,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00185-01,USA-MI-00185,Grand Haven,18,72,Parkland,Bruce & Jerry Matthews,1965,Open,24,30,29,N/D,N/D,USD
USA-MI-00186-01,USA-MI-00186,The Jewel,18,68,Parkland,Jerry Matthews,1901,Open,40,40,40,N/D,N/D,USD
USA-MI-00188-01,USA-MI-00188,Grand Ledge,18,72,Parkland,N/D,1963,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00189-01,USA-MI-00189,Red,9,35,Parkland,Emory Krump,1922,Open,14,14,10,N/D,N/D,USD
USA-MI-00189-02,USA-MI-00189,White,9,37,Parkland,Emory Krump,1922,Open,14,14,10,N/D,N/D,USD
USA-MI-00189-03,USA-MI-00189,Blue,9,30,Parkland,Emory Krump,1922,Open,14,14,10,N/D,N/D,USD
USA-MI-00190-01,USA-MI-00190,Spruce Run,18,70,Parkland,Bill Newcomb,1979,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00190-02,USA-MI-00190,The Bear,18,72,Parkland,Jack Nicklaus,1985,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00190-03,USA-MI-00190,Wolverine,18,72,Parkland,Gary Player,1999,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00191-01,USA-MI-00191,Grand View,18,71,Parkland,David A. Goerbig,1993,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00192-01,USA-MI-00192,Grandview,18,72,Parkland,N/D,1991,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00193-01,USA-MI-00193,The Fields,18,70,Parkland,Carl Ranger,1924,Open,14,14,24,N/D,N/D,USD
USA-MI-00194-01,USA-MI-00194,Grayling,18,70,Parkland,N/D,1923,Open,19,19,19,N/D,N/D,USD
USA-MI-00195-01,USA-MI-00195,Great Oaks,18,71,Parkland,Bill Newcomb,1970,Closed,~,~,~,N/D,N/D,USD
USA-MI-00196-01,USA-MI-00196,Green Acres,18,72,Parkland,Ernest Wohlfeill,1958,Open,20,23,20,N/D,N/D,USD
USA-MI-00197-01,USA-MI-00197,Green Briar,18,70,Parkland,Jeff Gorney,1994,Open,25,29,25,N/D,N/D,USD
USA-MI-00198-01,USA-MI-00198,Green Hills,18,71,Parkland,Bill Newcomb,1970,Open,32,33,32,N/D,N/D,USD
USA-MI-00199-01,USA-MI-00199,Green Meadows,18,70,Parkland,Harley Hodges,1973,Open,36,41,36,N/D,N/D,USD
USA-MI-00200-01,USA-MI-00200,Green Oaks,18,71,Parkland,R. W. Bills,1970,Open,47,51,47,N/D,N/D,USD
USA-MI-00201-01,USA-MI-00201,Green Trees,18,60,Parkland,Dan Keffer,1982,Open,23,23,23,N/D,N/D,USD
USA-MI-00202-01,USA-MI-00202,Green Valley,18,68,Parkland,Bill Blanchard,1970,Open,17,20,17,N/D,N/D,USD
USA-MI-00203-01,USA-MI-00203,Greenbriar,18,67,Parkland,Les Otto,1966,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00204-01,USA-MI-00204,Greenbrier,18,71,Parkland,Les Otto,1972,Open,28,30,28,N/D,N/D,USD
USA-MI-00205-01,USA-MI-00205,Greystone,18,72,Parkland,Jerry Matthews,1991,Open,55,65,40,N/D,N/D,USD
USA-MI-00206-01,USA-MI-00206,Groesbeck,18,71,Parkland,Jerry Matthews,1926,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00207-01,USA-MI-00207,Grosse Ile,18,71,Parkland,Donald Ross,1919,Closed,~,~,~,N/D,N/D,USD
USA-MI-00208-01,USA-MI-00208,Gull Lake,18,72,Parkland,N/D,1911,Closed,~,~,~,N/D,N/D,USD
USA-MI-00209-01,USA-MI-00209,East,18,71,Parkland,Charles Scott,1974,Open,39,44,39,N/D,N/D,USD
USA-MI-00209-02,USA-MI-00209,West,18,70,Parkland,Charles Scott,1974,Open,39,44,39,N/D,N/D,USD
USA-MI-00209-03,USA-MI-00209,Stonehedge North,18,72,Parkland,Charles & Jon Scott,1995,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00209-04,USA-MI-00209,Stonehedge South,18,72,Parkland,Charlie Scott,1987,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00210-01,USA-MI-00210,North,18,72,Parkland,Charles and Jon Scott,1995,Open,39,44,39,N/D,N/D,USD
USA-MI-00210-02,USA-MI-00210,South,18,72,Parkland,Charlie Scott,1987,Open,39,44,39,N/D,N/D,USD
USA-MI-00211-01,USA-MI-00211,Hadley Acres,18,72,Parkland,Walter Sierakowski,1970,Open,25,30,25,N/D,N/D,USD
USA-MI-00212-01,USA-MI-00212,Hampshire,18,72,Parkland,Larry Packard/Duane Dammeyer,1995,Open,16,20,16,N/D,N/D,USD
USA-MI-00212-02,USA-MI-00212,Dogwood,18,72,Parkland,Larry Packard/Duane Dammeyer,1995,Open,16,20,16,N/D,N/D,USD
USA-MI-00213-01,USA-MI-00213,Hampton,9,33,Parkland,Bill Newcomb,1974,Open,10,10,10,N/D,N/D,USD
USA-MI-00214-01,USA-MI-00214,Front/Back,18,72,Parkland,John Wilcox/John Schmid,1996,Open,16,16,16,N/D,N/D,USD
USA-MI-00214-02,USA-MI-00214,Back/Original,18,72,Parkland,John Wilcox/John Schmid,1996,Open,16,16,16,N/D,N/D,USD
USA-MI-00214-03,USA-MI-00214,Original/Front,18,72,Parkland,John Wilcox/John Schmid,1928,Open,16,16,16,N/D,N/D,USD
USA-MI-00215-01,USA-MI-00215,Harbor Point,18,71,Parkland,David Foulis,1896,Open,45,45,45,N/D,N/D,USD
USA-MI-00216-01,USA-MI-00216,North,18,71,Parkland,Kevin Sustick,1972,Open,20,25,20,N/D,N/D,USD
USA-MI-00216-02,USA-MI-00216,South,18,71,Parkland,George Duke,1989,Open,20,25,20,N/D,N/D,USD
USA-MI-00217-01,USA-MI-00217,Hastings,18,72,Parkland,Bruce Matthews,1921,Open,15,25,15,N/D,N/D,USD
USA-MI-00218-01,USA-MI-00218,Hawk Meadows at Dama Farms,18,72,Parkland,N/D,1969,Open,15,20,15,N/D,N/D,USD
USA-MI-00219-01,USA-MI-00219,Hawks Eye,18,72,Parkland,John Robinson,2000,Open,79,95,79,N/D,N/D,USD
USA-MI-00219-02,USA-MI-00219,Hawks Eye,18,72,Parkland,John Robinson,2000,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00220-01,USA-MI-00220,HawksHead,18,72,Parkland,Arthur Hills,1996,Open,60,75,60,N/D,N/D,USD
USA-MI-00221-01,USA-MI-00221,Championship,18,72,Parkland,Robert B. Harris,1963,Open,40,46,40,N/D,N/D,USD
USA-MI-00221-02,USA-MI-00221,Executive,9,31,Parkland,Robert B. Harris,1965,Open,40,46,40,N/D,N/D,USD
USA-MI-00222-01,USA-MI-00222,Heather Hills,18,72,Parkland,N/D,1979,Open,29,29,29,N/D,N/D,USD
USA-MI-00223-01,USA-MI-00223,Heathlands,18,72,Parkland,Jeff Gorney,1997,Open,55,65,37,N/D,N/D,USD
USA-MI-00224-01,USA-MI-00224,Hemlock,18,72,Parkland,Ray Hearn,2002,Open,40,45,40,N/D,N/D,USD
USA-MI-00225-01,USA-MI-00225,Heritage Glen,18,72,Parkland,Jerry Matthews,1994,Open,45,48,32,N/D,N/D,USD
USA-MI-00226-01,USA-MI-00226,Hessel Ridge,18,70,Parkland,Jeff Gorney,1997,Open,18,18,18,N/D,N/D,USD
USA-MI-00227-01,USA-MI-00227,Hickory Creek,18,72,Parkland,N/D,N/D,Open,35,40,20,N/D,N/D,USD
USA-MI-00228-01,USA-MI-00228,Hickory Hill,9,35,Parkland,N/D,1955,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00229-01,USA-MI-00229,Blue/Maize,18,72,Parkland,N/D,1955,Open,15,18,15,N/D,N/D,USD
USA-MI-00229-02,USA-MI-00229,Green/White,18,72,Parkland,N/D,1955,Open,15,18,15,N/D,N/D,USD
USA-MI-00229-03,USA-MI-00229,Blue,9,36,Parkland,N/D,1955,Open,15,18,15,N/D,N/D,USD
USA-MI-00229-04,USA-MI-00229,Maize,9,36,Parkland,N/D,1955,Open,15,18,15,N/D,N/D,USD
USA-MI-00229-05,USA-MI-00229,Green,9,36,Parkland,N/D,1955,Open,15,18,15,N/D,N/D,USD
USA-MI-00229-06,USA-MI-00229,White,9,36,Parkland,N/D,1955,Open,15,18,15,N/D,N/D,USD
USA-MI-00230-01,USA-MI-00230,Hickory Hollow,18,73,Parkland,N/D,1963,Open,34,39,34,N/D,N/D,USD
USA-MI-00231-01,USA-MI-00231,Blue 9,9,36,Parkland,Malcolm Jackson,1966,Open,12.5,12.5,12.5,N/D,N/D,USD
USA-MI-00231-02,USA-MI-00231,White/Blue,18,72,Parkland,Malcolm Jackson,1966,Open,12.5,12.5,12.5,N/D,N/D,USD
USA-MI-00231-03,USA-MI-00231,Gold 9,9,35,Parkland,Malcolm Jackson,1966,Open,12.5,12.5,12.5,N/D,N/D,USD
USA-MI-00231-04,USA-MI-00231,Gold/Red,18,69,Parkland,Malcolm Jackson,1966,Open,12.5,12.5,12.5,N/D,N/D,USD
USA-MI-00231-05,USA-MI-00231,White 9,9,36,Parkland,Malcolm Jackson,1966,Open,12.5,12.5,12.5,N/D,N/D,USD
USA-MI-00232-01,USA-MI-00232,Blue/White,18,66,Parkland,Kenneth & David Dart,1995,Open,15,17,15,N/D,N/D,USD
USA-MI-00232-02,USA-MI-00232,Blue/Red,18,66,Parkland,Kenneth & David Dart,1994,Open,15,17,15,N/D,N/D,USD
USA-MI-00232-03,USA-MI-00232,White/Red,18,66,Parkland,Kenneth & David Dart,1994,Open,15,17,15,N/D,N/D,USD
USA-MI-00234-01,USA-MI-00234,Hidden Oaks,18,72,Parkland,Jerry Matthews,1971,Open,25,30,25,N/D,N/D,USD
USA-MI-00235-01,USA-MI-00235,Hidden River,18,72,Parkland,Bruce Matthews,1997,Open,91,71,51,N/D,N/D,USD
USA-MI-00238-01,USA-MI-00238,Highland,18,72,Parkland,N/D,N/D,Open,25,25,25,N/D,N/D,USD
USA-MI-00239-01,USA-MI-00239,Highland Hills,18,72,Parkland,N/D,N/D,Open,20,23,20,N/D,N/D,USD
USA-MI-00240-01,USA-MI-00240,Highland Hills,18,72,Parkland,N/D,N/D,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00241-01,USA-MI-00241,Hills Heart of the Lakes,18,69,Parkland,Mike Hill,1969,Open,18,23,18,N/D,N/D,USD
USA-MI-00242-01,USA-MI-00242,Hilltop,18,70,Parkland,Jerry Matthews,1927,Open,23,28,23,N/D,N/D,USD
USA-MI-00245-01,USA-MI-00245,Holly Meadows,18,72,Parkland,Don Childs,1996,Open,16,22,16,N/D,N/D,USD
USA-MI-00246-01,USA-MI-00246,Huckleberry Creek,18,71,Parkland,Tom Heckman,1988,Open,27,28,27,N/D,N/D,USD
USA-MI-00247-01,USA-MI-00247,Hudson Mills Metropark,18,71,Parkland,N/D,1989,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00248-01,USA-MI-00248,Hunters Ridge,18,71,Parkland,Jerry Matthews,1995,Open,25,35,25,N/D,N/D,USD
USA-MI-00249-01,USA-MI-00249,Huntmore,18,72,Parkland,Pat Grelak,2000,Open,25,30,18,N/D,N/D,USD
USA-MI-00250-01,USA-MI-00250,Huron Breeze,18,72,Parkland,Bill Newcomb,1989,Open,22,43,22,N/D,N/D,USD
USA-MI-00251-01,USA-MI-00251,Huron Hills,18,67,Parkland,Tom Bendelow,1922,Open,18,20,12,N/D,N/D,USD
USA-MI-00251-02,USA-MI-00251,Leslie Park,18,72,Parkland,N/D,1960,Open,21,25,12,N/D,N/D,USD
USA-MI-00252-01,USA-MI-00252,Huron Meadows Metropark,18,72,Parkland,Sue Nyquist,1983,Open,N/D,N/D,N/D,N/D,N/D,USD
USA-MI-00253-01,USA-MI-00253,Huron Shores,18,70,Parkland,Jeff Gorney,1926,Open,21,21,21,N/D,N/D,USD
USA-MI-00254-01,USA-MI-00254,Fox Creek,18,70,Parkland,N/D,1925,Open,20,21,20,N/D,N/D,USD
USA-MI-00254-02,USA-MI-00254,Whispering Willows,18,70,Parkland,N/D,1925,Open,20,21,20,N/D,N/D,USD
USA-MI-00254-03,USA-MI-00254,Idyl Wyld Municipal,18,70,Parkland,N/D,1925,Open,15,18,15,N/D,N/D,USD
USA-MI-00256-01,USA-MI-00256,Indian Lake,18,72,Parkland,John Barr,1928,Open,37,49,37,N/D,N/D,USD
USA-MI-00257-01,USA-MI-00257,East/West,18,71,Parkland,N/D,1923,Open,17,25,15,N/D,N/D,USD
USA-MI-00257-02,USA-MI-00257,North/East,18,71,Parkland,N/D,1992,Open,17,25,15,N/D,N/D,USD
USA-MI-00257-03,USA-MI-00257,West/North,18,72,Parkland,N/D,1963,Open,17,25,15,N/D,N/D,USD
USA-MI-00258-01,USA-MI-00258,Indian River,18,72,Parkland,N/D,1922,Open,45,55,49,N/D,N/D,USD
